"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Least developed countries: UN classification","LDC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","254769995143.379","262732350038.486","266799938052.76","272191780740.067","277260692768.47","280595293299.884","290898998168.357","304053961424.481","311166741368.944","318490959830.454","319715629096.11","326139972691.617","328833701707.344","329228912627.473","332383440741.75","351677474166.42","371311116773.822","393287839372.874","408875667976.905","425064990550.31","443286450878.712","466631075833.09","489973488246.005","514680917255.429","547263957649.99","587524095584.634","627940777815.74","673346684464.488","716033329097.066","743954647828.284","790126265460.102","813843282547.463","831339879474.642","877938100026.048","926886568974.956","949727385691.62","987838343347.119","1030576018285.58","1075695148983.85","1128069871124.37","1135344997455.1","1161420059843.15",
"Low income","LIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","168063251782.719","170741275326.766","173766062257.942","171482230879.795","171553354747.521","176730847807.39","187169992011.581","193940772105.491","196734971940.052","193324879260.389","196857730050.681","199130670437.228","202890472587.587","206082302510.39","216467010405.228","228883615054.692","244741020429.379","253929732684.979","260412344209.371","269076150593.047","282334606684.727","294698198519.271","309342315567.982","327936056321.094","349220793583.835","370034778956.711","392867841308.608","414102402991.356","428773578268.443","457810590853.936","460587395292.751","441672300166.254","456022337062.151","475830255141.456","474997750204.314","486223339376.813","500630309562.143","516220231798.359","535958403108.766","536519901375.405","552690075498.666",
"Liechtenstein","LIE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6268391521.19701","","","","","","",
"Sri Lanka","LKA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","6243486562.26836","6481864100.31966","6644996323.9469","6904578708.79937","7079744662.47881","7435416127.09623","7914184387.27597","8373293676.08046","9019445648.82362","9366390338.05018","9488800198.84031","9449850580.2199","10116764234.4021","10505837872.9686","11149449996.5523","11521296049.4836","12108950154.0623","12793570440.9596","13612814007.0023","14408622723.4483","15229845744.0993","15860589151.0555","16624116480.5109","17471804543.8105","18345291052.9028","19144328811.6922","19474685396.7504","19956233028.6974","20415086976.5043","21721651585.7098","22720844787.5728","23720559970.5738","25357293612.2655","26777281445.9732","28250054748.3283","29323547564.2245","31201837991.2665","32667832338.2963","34072725697.7986","36117100538.2314","35558943928.6969","36968740732.7157","39164783406.8411","41297329862.7003","43875005141.899","47239468607.3693","50450253148.132","53452087679.8611","55343710053.3391","59780043793.0496","64804396873.6989","70730481764.6747","73132299827.3428","76760174257.5997","80604080688.5775","84220491206.1208","87234043286.1478","90088341599.7984","92186336710.1161","88853624203.2938","92101785950.726",
"Lower middle income","LMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","608131319708.889","629445291599.953","649020661044.28","690412027202.699","735710943298.851","763035070659.942","782798853229.636","807601121287.68","858338600821.854","936729506423.874","1019009690901.61","1079519937736.43","1138147889511.48","1200488243749.61","1265116065101.83","1303206958506.61","1411931980614.76","1472412732201.76","1485966607240.19","1484396312907.52","1501476336181.95","1527162226371.4","1598240652524.15","1660724568209.59","1693696130937.11","1753746916336.78","1793428694921.67","1849736725162.94","1936557716252.04","2023439713465.79","2124101718331.03","2180253900359.91","2244750095659.07","2276391049316.65","2333042191046.69","2441745286463.1","2587659193000.58","2680737213363.47","2717141587182.5","2832233317423.52","2957529700604.69","3079056949674.85","3227796264175.21","3426666885254.53","3651354164289.84","3873466588095.52","4122724930760.42","4405938589547.72","4592387483933.61","4805907772814.03","5123140607467.37","5367808977323.09","5608064937053.37","5887245418089.9","6214281304944.83","6525989100013.56","6898572745933.77","7247605336849.22","7597263182378.67","7884802510144.19","7622845293890.46","8049068686069.68",
"Low & middle income","LMY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1991768161319.88","2010543598455.53","2081721534562.72","2177639210598.8","2344521405194.23","2482778860532.49","2601027649434.26","2683109383668.52","2836283919687.28","3068136969365.61","3323041645846.9","3535087245604.34","3749054960970.35","4009476734843.77","4244833133717.55","4428109202343.83","4697983698936.69","4912072084218.13","5089037637154.1","5316608518621.66","5572804638732.68","5688739481882.97","5848167494594.78","5958580496549.66","6239680035324.1","6515171518191.47","6777220508721.55","7105782624413","7398323997885.65","7623535120708.49","7779680251337.57","7900100262285.05","8029843282130.58","8302401722390.17","8581346900114.01","8913646289463.17","9401911061274.21","9895258656128.72","10154705397617.9","10540314226760.1","11154525784247","11575541095110.5","12126360148396.4","12855668800452.9","13841647121053.1","14849292991510.2","16065503108348.5","17489041425473.6","18519981909956.8","19114824147160.7","20629972043162.5","21920445267944.2","23096829243406.5","24341331968667.6","25538299950072.5","26661349279436.4","27877213292801.8","29313051744121.1","30744378103342.9","31978151665767.2","31575246263474","33751571760213.6",
"Lesotho","LSO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","193522651.503522","197131452.553154","227355280.83923","251489203.037404","272239874.248152","278104208.53877","276976436.492655","307200275.629976","306072481.859646","310809065.817501","317575600.378674","333815520.108565","333138848.186866","421103764.81975","467341332.771284","404187173.179021","448846335.998054","546735390.358363","646880227.788125","665600416.174021","647331154.129685","651827763.244542","680881055.661178","694404479.286515","732839057.715451","751967984.311271","787196601.819661","792940997.568263","861149140.519401","911054837.927242","966132415.170656","1033439064.73546","1105328857.68585","1144123319.4009","1212540442.3238","1252444403.1311","1322544164.24011","1371525957.46399","1392615303.69627","1399244502.11706","1453472877.84251","1505239509.00861","1516134973.88133","1585267344.84843","1612096000.49548","1667973222.39109","1738530071.83911","1811338223.37886","1911360830.8942","1887363416.11193","1986757270.54383","2078431262.35682","2210096177.00848","2249712845.93872","2288195174.13721","2359759799.04224","2444436584.23772","2367633610.30849","2338674200.23699","2394844036.44226","2213872051.90028","2236362132.04683",
"Late-demographic dividend","LTE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","929100672982.422","889632352893.805","916500155510.159","955292609341.56","1027418416014.84","1099022397688.36","1187439883674.46","1207034432820.96","1268814260895.53","1398785009357.86","1556525679148.81","1683202573162.38","1809941432551.42","1974863295094.1","2083128596836.35","2186303374930.31","2329371475864.5","2487066875656.17","2651750904651.32","2851888127742.27","3088450138237.9","3107171602936.47","3178399895486.89","3232336036087.25","3489044818892.79","3753328542750.59","3970703891003.27","4227339745148.84","4455854519206.81","4654385556213.67","4676509446031.41","4725742221329.67","4758843916810.92","4967917626978.99","5191308785347.25","5485568474842.37","5764218397610.74","6082395513160.08","6252032943735.54","6541660728057.84","6998059291667.96","7361585620585.87","7802860300403.3","8335288799801.38","9017610562219.05","9716819079921.19","10619547857709.5","11706112926458.7","12517734895127","12982801194015.6","14028559111651.5","15033309175799","15915050160948.9","16815343376874.3","17690049032188.8","18517662625473","19342313542790.5","20368552349645.3","21470055614914.2","22479979911460.6","22499536738527.1","24118124336422.1",
"Lithuania","LTU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17913320835.8734","18837373099.266","20402932401.8633","21928206400.9148","21677880321.5578","22478991899.5918","23945995391.1406","25562688814.3281","28263631519.6211","30120407999.1594","32449428669.3601","34855268683.5691","38726810730.7062","39739293390.5074","33842535273.8547","34401356974.3984","36478857729.3719","37881055682.4922","39225860752.8062","40613283322.7621","41435533340.3883","42479223269.264","44298437189.8902","46067411257.316","48174429493.2316","48110631392.5078","50517847202.7011",
"Luxembourg","LUX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8012571678.81295","8319451821.72885","8432486355.97602","8722488714.41119","9408584745.44475","9339437894.4444","9442723122.19028","9463188412.64762","9859116143.3396","10842351790.7828","12045251394.0336","12366526384.6945","13182494340.334","14278311403.8371","14879781670.3836","13901975726.466","14254298216.3453","14478058119.0492","15068034941.5617","15421472491.8961","15551149030.0137","15465469116.0609","15640430422.8094","16107934774.4031","17104522552.5332","17582030272.3488","19337409478.3258","20101425602.3746","21802666126.8535","23938905603.7695","25212438894.5285","27391849518.0187","27890285979.4902","29061859473.6523","30172289931.4379","30604417464.514","31032290015.6547","32714188401.9113","34897700894.5582","37750651303.9183","40369840661.3785","41610952875.9605","42953079582.1566","44078183347.9207","45943524157.4617","47084244317.1613","49917169128.3586","53959794734.6914","53797820276.3277","52055333610.1398","54012829450.8633","54576884723.7121","55477349852.5629","57236975164.3722","58738350255.7597","60071584216.1375","63062062076.8293","63892707778.4988","65173358594.4511","67313525747","66117875823.1113","70671128109.0449",
"Latvia","LVA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12352432242.4449","12672116191.6207","13791939785.5383","14665787700.143","15070003217.4297","15925336690.4285","16933134986.8055","18133200771.9988","19660468565.7148","21288743084.4547","23569880506.8348","26390064781.509","29014029482.4504","28073162551.2004","24073218796.257","22996919174.0129","23586657451.2539","25246525349.5543","25754168548.9922","26243522537.941","27263090547.0617","27908574080.4664","28833209947.6394","29983505203.5851","30728393325.3996","29570216089.8789","30895581384.8363",
"Macao SAR, China","MAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862847667.0444","6450473679.2312","6996142781.45695","7047385237.06512","7519113883.21196","8593944450.95746","9265255010.33435","9730793292.71644","10507225399.728","10891715771.3383","12340260892.2888","12980275723.744","13532249826.1005","13978299926.2602","13919720743.2271","13880859015.1485","13246346729.262","12933962631.8744","13677264829.1079","14072301746.3915","15326194317.8506","17110280082.1236","21666846358.4406","23416541212.9094","26552075096.1192","30395947084.9283","31426757288.1245","31827182114.6108","39823068644.0742","48431457277.1494","52907663460.8907","58596722397.0582","57396479644.8936","45047964934.2517","44742115109.7269","49208806475.0891","52389965631.9723","51073940150.1338","23488188941.668","27713914665.6692",
"St. Martin (French part)","MAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","10661132938.9384","11730321048.5576","12890653826.4884","13968591615.016","14626995645.8082","15445653037.6325","15822100261.977","16385257990.4385","17302185211.1225","18609922704.3263","20622172954.6583","21871704993.0684","22360026542.8458","23431918634.3127","24285347729.8959","23861948494.5933","25999351993.1054","26359851098.1074","28051728175.2971","29736978404.1292","32493925124.6223","32388318543.6062","36234507800.2274","37265815296.5564","38537254939.0798","41318137230.4605","40451390650.257","40151811011.7938","44403084922.5774","42002899315.6767","47199866080.3415","46463216658.3663","49826481077.4902","50365271041.7493","51328694703.1319","55085938450.0705","56805418286.3276","60191681383.0782","63079087391.5193","65155423664.6155","70090707003.6791","72566026312.9975","76864313557.1947","80126248490.8867","83183640110.5864","87547202071.659","90182338940.1732","94272490564.6266","96789088975.0283","101179808076.36","102252168737.73","106602592855.805","109958978323.143","112826637548.359","105726171616.036","113521074270.727",
"Monaco","MCO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1765486764.66792","1857787472.424","1944143186.25055","2071557616.24073","2164251762.26758","2143201438.14707","2237751529.70538","2317264124.43315","2408878350.43052","2494013047.83508","2536048576.14883","2559440539.56484","2621696101.87349","2653024671.58356","2692409237.52482","2738414425.64609","2805570333.90505","2875276809.75366","3007499331.54745","3132721357.47539","3215533410.85095","3248175198.61382","3292566049.5298","3262474669.34023","3334758863.60554","3405360753.99557","3443185211.11022","3520217829.25401","3643540398.55292","3763796960.06207","3910970046.93532","3996531671.92598","4037555895.24951","4081465799.36657","4182297765.75659","4261569603.07268","4508908445.14949","5159494246.89696","5193899560.52977","4606988938.01884","4703735661.954","5032997159.41291","5083942060.65195","5570723958.39415","5971213721.65877","6261622101.40908","6477745184.63902","6250961824.71809","6623286014.83072","7080667991.59357","6248493129.06333","",
"Moldova","MDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4435095429.28498","4174442200.74922","4243197956.44046","3965599798.21018","3832028303.39744","3912796578.89458","4151477186.36163","4475292392.01478","4770661691.57799","5123690641.96145","5507967447.21353","5772349876.42305","5945520386.55175","6409270985.30355","6024714707.63761","6452469456.92815","6827884855.1556","6787618499.20909","7401481591.69016","7771527984.04011","7745241912.94722","8086720854.20641","8466052244.67163","8830217598.87449","9155470178.1362","8479779801.96162","9662250294.38284",
"Madagascar","MDG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4151435201.54598","4236482862.7053","4332696341.39302","4292428191.28553","4462516467.33833","4442334564.21004","4534048889.42233","4784716757.04888","5111454829.79963","5301663420.03823","5581403335.15541","5800717046.034","5726895871.95558","5576938344.58607","5688860770.23719","5760465984.85231","5583685441.09821","5715683784.93437","5563543373.05886","6111811116.4528","6170038804.5674","5565375001.66676","5459632876.63437","5508769572.49111","5605733939.78485","5670555515.63236","5781711155.77665","5849641246.86242","6048934383.20347","6295421240.329","6492398993.4632","6082965486.21571","6154798309.68752","6284044346.51104","6281398682.10436","6386837757.80222","6524423302.68693","6765402395.59898","7030408254.34549","7360783100.32492","7688842819.8228","8148653747.99059","7137571145.71539","7835974782.40928","8247912260.4988","8640170191.31377","9106610509.19009","9626649348.47931","10272850945.3908","9864124140.04596","9925206717.30089","10081868865.017","10385448869.3098","10624353266.7001","10979122001.7232","11323020828.5758","11775165589.132","12238319071.5199","12629946858.1472","13185664519.9086","12244127640.6499","12783155769.4104",
"Maldives","MDV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1407651006.0827","1518273328.61933","1645777024.39249","1769122795.66331","1878377730.69742","1950616576.66625","1873691391.23205","2009878519.86615","2286237817.67907","2424183784.56432","2105911400.23515","2655796318.64553","2860660921.64989","3132004126.35956","2905596513.37854","3116691850.28246","3383690536.06311","3468871018.2716","3721442083.348","3994209877.43517","4109424799.72407","4369892497.95193","4684957819.54571","5065522982.52095","5414217823.03808","3600460152.87054","4715264950.46037",
"Middle East & North Africa","MEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","860969164409.768","1003554273790.52","1049856539174.36","1006583315838.7","1058430532254.2","1081183754865.98","1099074978151.54","1059624402865.83","1028938497537.17","1024025633745.69","1013826543694.21","1025640285947.97","1019486008464.11","1056542854873.88","1084473070148.56","1226552998918.15","1277881111386.89","1338789579662.82","1368526086268.07","1402400277536.29","1441909798418.79","1514992324964.08","1571039516273.46","1643232231562.92","1675981890305.55","1789073523249.06","1815472900895.66","1842353389396.56","1935010274410.87","2087487026003.28","2192236494205.98","2320208445188.18","2441427484962.35","2554129495867.31","2571600905774.86","2701039326400.02","2797921539140.18","2918047929960.08","2983082908010.86","3066874089039.76","3140633464178.65","3266852385636.85","3325184859943.59","3392472588212.45","3443788257111.25","3307762776780.45","3451022053680.25",
"Mexico","MEX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","141339651299.279","148406633865.259","155328934670.252","167921275769.86","187913110958.288","201254941831.563","213523723438.908","226025377045.069","247324378524.184","255779459251.409","272411477753.26","282660871573.849","305920490043.321","329969266443.914","349031020879.158","369081055688.623","385385005141.177","398452022148.689","434141139976.754","476244886366.592","520217776788.95","564569498227.49","561629174877.105","542048412871.024","560536676759.343","572799499049.967","555163258082.903","564725608286.94","571972511756.533","595454896594.037","626274262889.668","652670187687.28","675781907471.657","688899887486.446","722938986701.871","677457226352.726","723343156837.845","772869394254.07","812779791419.35","835160123888.656","876437526455.268","872893299631.652","872545499822.64","885165846839.51","919869577686.507","941098392797.58","983401498615.029","1005935610109.39","1017439334703.69","963660094723.917","1012981356870.87","1050086944297.42","1088334499223.12","1103071549191.52","1134506587182.86","1171867608197.72","1202693965604.17","1228108442202.22","1255065357728.63","1252732106030.1","1150416990019.65","1205604698947.99",
"Marshall Islands","MHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","79709217.715","83560152.056","96518663.465","100250099.97","93977157.844","117041501.17","128000979.17","137971035.3","135637105.11","139267088.34","139389400","149343000","158312900","167618100","181385000","162697000","152210100","150962900","149068100","151086600","161399900","167438600","164733000","166296800","170210500","169613300","175092500","164272500","169503800","180807400","179700300","175575800","182630400","180894800","183814300","186228300","192281700","199155300","212388500","207699800","202507300",
"Middle income","MIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1905535257630.52","1926233813657.69","1988720102594.17","2083416445341.43","2249057680630.17","2382851295016.52","2499620496536.7","2579380044384.69","2729041344862.01","2954838948175.19","3205699638213.54","3412703675816.41","3624583496841.98","3882450118157.4","4109249991812.46","4287334639658.83","4549858701174.92","4759713947463.89","4937698105216.15","5164621604192.52","5416073902003.88","5526578792954.53","5683302142911.07","5790790052909.28","6073862600349.92","6349053969643.97","6606031914939.34","6924506469298.35","7210446325938.28","7432790962032.77","7590718795656","7707741733736.2","7835164480054.48","8103753096528.92","8379210211524.25","8701570622871.43","9177728992787.08","9655945160826.26","9906691490576.25","10285647900390.9","10890686936811.4","11299018177697.7","11837620102954","12552344387872.9","13519692999694.8","14506238656586.9","15701384736980.2","17101649065049.9","18111491206702","18691908893116.7","20178244404106.1","21465068852151.4","22658534354476.2","23888411434969.7","25065621846513.5","26188792677442.2","27393134893279.7","28814261500891.5","30229741984701","31443802764202.8","31040828510393.5","33198917437954.9",
"North Macedonia","MKD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7293739493.95266","6843659776.92566","6394359915.80224","5916747824.60409","5812721565.32092","5747925548.2488","5816044437.44254","5899794391.86956","6099132848.09816","6363775924.83272","6653272732.57214","6449199783.93517","6545529254.32999","6691010296.01737","7003754111.03409","7334617663.50844","7711398818.38526","8210595207.42465","8659879091.31501","8628823478.29707","8918644160.88708","9127330271.02902","9085692921.5693","9351472850.13088","9690849350.12469","10064515432.0265","10351173483.2755","10463149656.0944","10764550800.8128","11185489898.549","10501957282.7753","10918282612.6373",
"Mali","MLI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","2003673126.79609","2077977545.33446","2082777661.40204","2210596786.36974","2267386929.90849","2399893394.64567","2364972166.63071","2328815854.83315","2599541842.27827","2953688827.31795","3141208110.17108","3095237272.94012","3417008148.73702","3269193847.91205","3318519585.16179","3073664839.4503","3129632396.36072","3120650002.23522","3753724875.96603","3854798455.78955","3849433952.92316","4133896383.82969","4306585279.82446","4198817500.65505","4691977173.01886","4540958263.69711","4685005096.68273","4862095199.62383","4906876185.40945","5253094839.09794","5506768067.44702","5923722243.21441","6261430310.53086","6257621171.16635","7219807986.81423","7444077478.0913","8122906029.48292","8249623254.73936","8788717884.1921","9198464336.09671","9519823432.63785","9974218416.5736","10453611497.2865","11009109646.566","11362847067.5459","11267770191.0038","11526373211.6055","12342980316.5419","13104764378.7114","13871694399.5319","14607651054.0587","15301000921.9183","16028741130.9536","15830713976.9904","16316696323.5263",
"Malta","MLT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","948889936.758017","972175635.19361","1028934428.04838","1071595473.20537","1179145123.7102","1409786863.41951","1649691556.64041","1850692777.09975","2057251525.57417","2273073116.60934","2433318207.03429","2513903916.56496","2571332852.54632","2555586264.28492","2579669366.47065","2646361034.06191","2749177188.50549","2862182514.14623","3103013314.10185","3356812049.26218","3568002219.01698","3791233995.34006","3969078220.34839","4146922667.2584","4381269610.56252","4659151336.95773","4835143126.59492","5089325640.74115","5350184178.40896","5602711527.79319","6705396316.43182","6626628203.70576","6796618661.93276","7073517585.70953","7083439476.31199","7323114279.37424","7506934871.85177","7865368911.57217","8166326195.4954","8073730389.43748","8521308887.16299","8561107733.27416","8913629091.31255","9401503716.85343","10119171086.2088","11091434483.5238","11466485797.7253","12736875214.8701","13505445497.6976","14297018092.2995","13103388906.642","14336881449.2661",
"Myanmar","MMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","3221543633.59251","3295106579.94796","3585432637.08437","3697499265.23606","3776902641.91722","3872307037.44421","3664163782.82671","3766485500.39092","4046193895.6169","4214078522.3514","4405580163.21811","4549456021.25254","4581910882.61714","4681419806.69307","4902947714.95085","5154770877.52604","5464802071.09579","5805981910.85781","6144979950.69803","6550831218.10288","7017049494.30592","7435843609.68291","7806219776.60447","8170592925.04054","8486534274.4347","8560312851.09271","8344280049.97027","7709784291.03053","7379702008.3119","7619405652.5689","7700101079.07332","8045707475.98406","8670596516.47112","9258442809.42931","9925370607.6155","10589070248.7679","11228099907.8168","11875045870.3498","12881816310.8367","14481504947.5327","16287019889.651","18193097257.6832","20555711975.6276","23370875796.0079","26541588962.2179","30073443517.7559","33832770202.7987","37579501729.177","41491469386.6113","45669364143.7476","49103726462.6752","52288473368.0409","56418567054.599","61044699845.8848","63045305229.1046","69669967695.1085","73676035774.912","78394969160.3623","83686990310.177","86343026585.1156","70814455727.5336",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","191997972202.778","204678336772.887","222254382625.884","245616592625.622","274348142859.36","298552341385.212","322451238492.243","366164105099.491","386865314545.092","411455839406.813","423162293567.842","489202882865.924","491429356288.427","472421253144.953","459956826679.223","432742937563.204","433131509200.187","489240409409.688","515390308953.73","514436199272.133","531711706242.772","520588199540.185","529483638949.585","530274737664.86","540454846558.337","604915394118.281","600036338812.223","631820300860.805","645004026292.446","658315236406.668","678257123231.706","722551372894.11","750878597224.339","801508972291.679","838041305930.052","888634315086.159","912783317068.833","941000939067.735","962331379659.889","1037283603476.18","1084287662259.62","1140067776227.81","1209782355690.61","1254864068058.13","1288015158773.05","1355898710759.2","1341537404432.34","1390323415765.94","1396175348761.19","1420476616174.51","1430990382384.9","1508439313820.98","1554380891858.71","1580235840821.5","1602181442652.78","1548008650977.81","1613373132986.79",
"Montenegro","MNE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2736008814.7149","2870073406.59207","2600286560.20495","2680895445.11277","2710380970.97587","2761984909.89545","2830555583.15861","2955837408.85485","3079409280.84385","3343204352.68453","3570881588.09691","3828797530.5629","3606914999.93333","3705539997.89003","3825171541.77104","3720981872.32965","3853038771.52456","3921765369.4202","4054728172.94375","4174313473.01741","4371193518.47199","4593157865.06842","4779775342.5068","4048140209.00406","4551500494.8148",
"Mongolia","MNG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2484401249.50947","2691653383.38774","2848685463.37803","3017709920.80837","3190107833.78568","3489180268.15283","3609858748.15993","3794249333.50562","3952780497.64981","3826905776.76844","3494212011.24169","3170771474.80202","3070296336.22987","3135828209.90736","3335782002.99729","3410339861.17509","3543231037.79853","3661572708.02978","3773996501.76734","3817248846.72923","3929961155.8937","4115965371.12043","4404273704.55358","4872245665.24889","5225662065.27382","5672781981.93461","6254129607.42405","6810770154.34938","6724368796.32902","7152385742.50173","8389088853.16071","9422609486.77497","10520241368.8166","11349786121.9447","11619892396.0767","11793003750.1728","12457760794.1941","13422599495.6528","14174566299.8985","13528524724.6473","13720766291.6561",
"Northern Mariana Islands","MNP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607115151.51515","1612630303.0303","1562993939.39394","1364448484.84848","1270690909.09091","1185757575.75758","1054496969.69697","869187878.787879","881321212.121212","816242424.242424","822860606.060606","844921212.121212","880218181.818182","910000000","1175830303.0303","1448278787.87879","1168109090.90909","1037951515.15152","","",
"Mozambique","MOZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2817485316.52192","2958359665.58865","2754232865.16398","2321818249.22632","2170900065.82762","2192608995.30418","2142179075.52851","2457079408.69346","2658559801.76847","2831366309.94978","2859679770.1746","3000531903.25931","2816757862.17967","3115292780.02589","3318827208.1695","3393824644.21736","3774018515.29416","4200522938.50367","4617687454.71811","5157888716.73451","5218767317.94954","5849553168.98399","6393038188.967","6832785422.31191","7373696582.9268","7863745694.71585","8626086619.98493","9292861226.36661","9972890073.50452","10602996938.1279","11292441239.8385","12130045005.21","13010496953.2247","13916496847.3416","14946110647.5056","15950979333.1582","16560978968.8713","17180577788.6276","17772244904.2552","18183602352.9567","17959233845.1125","18358794340.0986",
"Mauritania","MRT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","1064724241.25352","1072460616.79989","1051185490.82701","1342268070.43992","1558887727.87101","1562488165.62617","1618224194.99322","1783225496.5742","1805489639.12082","2021894384.19186","2059155601.58613","2044063888.17024","1950348527.33833","2187561833.01454","2075244217.24586","2252596765.60993","2210279625.08234","2199124038.06621","2304462955.56972","2382151246.22152","2464342334.80871","2406678594.0575","2496576271.03905","2416015138.81943","2488369005.97782","2630543943.77473","2680534383.98893","2726650243.28298","2856918287.76076","2806313564.61771","2856492900.55365","2910027169.00247","3080951614.09464","2986651935.21749","3279935194.46259","3470788937.13984","3330406057.62509","3422918236.42987","3548648127.11209","3409611175.12893","3382351544.64131","3429078188.76867","3666653968.80327","3840187825.07655","4169149345.07629","4933487781.10083","4836326550.29205","4820314479.26831","4825032404.09673","4951459327.52515","5158072994.61086","5388639537.42452","5612311897.90459","5852228312.97431","6166863960.00061","6244622516.53358","6636194424.84224","6936598105.45316","7336141341.61627","7206781562.48824","7372519416.3459",
"Mauritius","MUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","2130355941.28289","2269843532.80461","2356796837.00053","2439674204.58372","2194212276.38974","2323283585.87448","2450996248.60484","2460403057.26327","2576002283.33483","2755149730.02102","3023557334.76794","3292383021.5813","3515980168.85336","3672973908.38885","3936940874.85648","4111561771.8455","4379335397.56905","4601895978.31227","4792236972.00768","4997715469.23924","5276980008.20107","5577107055.90386","5915745659.07491","6070201774.38125","6568127786.77177","6787998538.36658","6897619192.35915","7306333857.61682","7622699565.5688","7758196330.92303","8135674832.86696","8601606243.84447","9064971552.62352","9365482338.58182","9775428534.89659","10174025355.2667","10529721321.3822","10883562719.2981","11291105972.0783","11692287066.381","12141029166.7439","12604106487.4857","13077980209.3224","13471938134.2164","11465336642.9406","11928561436.5404",
