"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Seychelles","SYC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","134722986.101566","128145437.597864","138920650.86428","153001096.462849","162057608.443082","160338872.288084","182620375.81378","183542132.917082","197405502.712866","197405502.712866","214919062.019655","248987549.758919","264694451.195713","288660379.963236","292421190.787281","301712596.534353","350824310.135389","329107489.621208","398719293.899424","461694377.296244","442079187.38576","405761591.393153","401226501.115454","394368555.042385","412159042.471527","458014775.940464","457205000.033958","477340798.774813","503101669.490763","559443135.330652","598579229.878033","615102567.164844","659152932.909912","699998331.59805","694407465.929683","688674143.720914","722539869.305621","808966880.279886","876947591.167589","893364107.842107","906892667.283973","886295658.737734","897044929.606387","844234750.621087","820170230.281419","894032804.526373","978126673.405077","1080061519.75588","1056873758.3148","1045192705.55876","1107433538.90063","1194779918.46442","1209844048.18031","1282653392.45803","1340434173.21034","1415998663.05391","1491798084.11652","1559094510.7348","1608968135.01125","1658644720.20076","1530538999.98056","1558806530.5308",
"Syrian Arab Republic","SYR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2559844139.7019","2837153691.09622","3532860578.91019","3227171102.7348","3526373876.19013","3607458395.84735","3331160794.05612","3606237480.89225","3740716969.5165","4442771558.66997","4362941490.1758","4753678439.51698","5973506325.37021","5348088878.04296","6727669737.08485","7827749770.90871","8786997186.71834","8628873601.44316","9486807135.94605","9571048922.99515","10959627894.3951","11809584723.8887","12138964274.6372","12420629510.6657","11475341328.6223","12548378386.9269","11550414768.7552","11744725357.2432","13860084295.7223","11968559481.9545","12416130454.4867","13368009145.8518","15102212908.6898","16031134253.9307","17187464649.6034","18395157243.3847","20202586185.4389","21217524620.9779","22657198279.0377","21852086095.9987","21999728096.3379","22230128411.1483","23109292626.9715","24774186605.4303","26484338657.1276","28130360918.8571","29549873941.3905","31226708658.1406","32624626211.0148","34553408073.7893","36347388485.7516","37383290091.1625","27536898930.0121","20294670372.1586","18202220873.3672","17622064891.81","16629865444.9595","16508885381.6961","16752517977.6392","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777808573.000464","770245945.259462","778494332.034517","846311282.16842","942070000","1010381196.60485","985220492.150769","1040500784.15735","1095902784.09258","802388490.184892","819238648.478775",
"Chad","TCD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696963329.07911","1720682526.6067","1812913107.89905","1783916396.40253","1739123333.1125","1749666381.9963","1718048293.92189","1731229184.18127","1723313677.72818","1841900238.0217","1876153255.1266","1833984339.7768","1855068118.92358","1699597030.15774","1783928529.29137","1944665258.31968","2002631164.94822","2047382458.59673","2037767250.61139","1600847787.51187","1504033784.15723","1519719624.7614","1600973090.98407","1851985143.63293","1889930447.0693","2301798709.28104","2207846939.0513","2155105703.76333","2488766907.15831","2610336577.89193","2501264385.14823","2714750731.31674","2931969973.07684","2471362268.09204","2721881484.22562","2755538891.12468","2816559556.8286","2975790718.72462","3182655188.59647","3160922420.7253","3133116385.96115","3498379313.11225","3795434040.85243","4354185202.01074","5818470334.73997","6826958668.37461","6871215248.13962","7096007026.04689","7312626231.63889","7621050542.93753","8653710578.06277","8660881890.57623","9430191312.98703","9967712346.34747","10655483007.6061","10950392219.9104","10265387468.6306","9958586245.45557","10195006847.3059","10526057266.1328","10357639640.7284","10233348946.4665",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","288024464964.777","249224463565.748","247587268629.604","263399442089.264","292101657472.047","323265475884.291","349385099162.597","344417804755.195","350231108552.385","390242481698.151","442623924518.688","472594991179.062","495817650581.452","536803980268.191","557425213262.163","595571539068.62","612482058042.406","658860408228.785","719841388413.857","770988397411.176","829235717193.933","875711521352.403","932115222950.314","1004252371414.6","1104165411703.72","1191415817702.74","1276483202438.16","1393195673589.3","1528839639291.06","1616220876512.68","1699692116029.9","1835796340298.14","2040851736100.86","2271294265639.14","2519601233302.76","2768406033363.55","3019314704297.6","3241060744898","3334912992690.16","3547746749308.02","3818641709826.75","4085363176816.33","4414634477127.62","4809395424273.19","5248143699420.81","5771775072586.41","6411263047146.58","7211923967378.66","7833563236371.47","8459053871265.97","9298424191306.59","10102837606343.9","10868203386983.3","11661194271905.6","12475725578041","13310241615014.3","14186895407734.2","15138193972371.2","16125316067912","17057377584693.5","17278031435820.5","18533647852688.3",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2323079513798.07","2289236129909.92","2162894668588.56","1959052351421.68","1868719318483.29","1707790511748.1","1703141495039.77","1721037979092.2","1771432222364.06","1759964974791.62","1803372419435.87","1936802856947.2","1986970515779.89","2086495607228.27","2215443687252.49","2389734532303.11","2548498561789.51","2748574471941.21","2958131200711.5","3089862707313.45","2945564878461.93","3085304005216.58","3262962771971.71","3375013207085.51","3496159310679.7","3575143103219.53","3627108376792.4","3698295456325.27","3854048264346.13","3989262135638.23","4097822957336.06","4029726299134.68","4300861734388.55",
"Togo","TGO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","535797649.692522","601000566.153469","623680241.038074","654862346.317663","748416054.870097","864119026.800791","945421558.727911","997423257.244231","1047530728.15322","1160987402.1835","1190294237.8882","1190294237.8882","1281056048.79819","1330216369.73299","1394503719.8321","1428537157.42061","1399230394.97063","1496604032.7211","1661910450.98959","1576027195.88345","1805763988.50353","1745899552.16291","1683354402.15066","1592217463.77465","1680673981.34973","1774044701.08257","1802189996.80798","1811384088.59521","1931702917.72027","2010130475.04146","2005232668.82834","1991196691.97192","1911933387.81886","1623311221.94894","1866522435.41526","2012966655.89639","2190836649.68321","2505821506.76289","2448190705.0968","2508948713.07287","2489291611.57116","2509789403.27099","2605829571.27753","2780945785.45893","2753729633.06058","2625232364.19958","2694804489.77052","2663137292.71492","2771320662.6809","2924793933.75664","3103184695.75064","3301732629.56903","3517781736.27245","3732800624.6811","3953804391.92744","4180866177.03946","4413283843.4717","4605162314.02413","4834325004.35888","5098275352.1552","5187639195.4239","5460539879.65106",
"Thailand","THA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","15908745237.0732","16761795431.4479","18028024108.366","19470235531.2727","20800246569.5843","22502052342.91","25004847276.4235","27159260500.2243","29365209037.4594","31288824006.2803","34858237112.3328","36564678105.2132","38129100797.2368","42032160659.5219","43909423458.0836","46091899737.0818","50390804149.5649","55351004430.0049","61049803550.6608","64329256453.7681","67657356915.0781","71653787520.0173","75488948121.1509","79704403826.0984","84289344063.5606","88206472477.1901","93087666743.6426","101948631494.21","115495681941.763","129575189963.151","144045063210.024","156372814699.436","169013036074.787","182959849697.484","197591194008.872","213636222058.82","225710822686.697","219495705555.247","202739325941.902","212009191856.584","221454725108.405","229082177284.849","243168522955.031","260650499707.576","277043701431.254","288645289937.08","302984642091.15","319452316987.747","324965101944.033","322720833701.393","346968110267.494","349883100679.815","375224420609.029","385308560264.96","389101803069.629","401296437424.995","415081602962.932","432422388357.651","450683024911.935","460380173807.403","431857370046.306","438621531899.664",
"Tajikistan","TJK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6548231834.28043","6777419940.17026","6696090897.8664","7626847605.94877","7131102460.94675","7088315872.47084","6585045509.58782","4675382242.30568","3908619561.8199","3076083672.81282","2694147211.87355","2244224669.64494","2281942773.21872","2403179372.82308","2492086212.53294","2699535555.55283","2958173634.7088","3277656498.46002","3638198683.07251","4012933108.90088","4281799567.66754","4581525674.89671","4938884682.97791","5329056487.56698","5536889751.77378","5896787535.02373","6333149847.97069","6808136052.5731","7311938103.23919","7801838006.62047","8271454300.59548","8842123455.64798","9469904853.38246","10189549329.2933","10943642459.5202","11425168167.0003","12476305395.4091",
"Turkmenistan","TKM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9134688479.30854","10141662024.1433","9710101901.70636","13145978551.505","12540571637.2069","10663751366.9499","10823707656.0003","8951221333.60055","8306729733.44765","8863279974.39482","7852866037.13555","8410419552.77543","9798138736.69806","10334005228.0022","10782898471.2171","10810629921.4189","11164010879.7579","11722256910.1313","13250139963.3514","14704118675.0772","16330291193.8443","18730843999.3395","19873425504.8127","21701780648.8816","24891942388.6142","27654947984.1806","30475752706.6088","33614755226.4132","35799714285.7143","38019296559.4106","40490550853.5767","43000964982.7593","45710025776.6731","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","685208647519.058","727134222738.08","757601172501.485","771329720063.469","826796446348.573","872553101759.119","914833197625.143","953630322010.425","1021512989708.19","1091171847341.58","1162399408584.25","1243214181834.92","1333480256121.98","1442358937530.77","1537027278944.92","1592625603730.79","1679293005534.17","1759654199061.14","1835663473565.29","1971697407947.21","2109924055503.5","2120653692982.69","2110907697195.74","2066672786809.17","2142892496816.11","2212972909089.79","2299345797890.05","2375143739680.11","2384262793167.71","2425266809836.94","2416927465034.94","2498179524903.22","2568075235405.86","2683652372330.19","2830949206240.96","2850912247298.72","2966751399006.15","3124905788460.94","3206659503131.9","3219244934807.1","3332896781263.89","3341602608404.12","3358117906475.92","3446516464928.81","3636383760478.24","3785914138400.27","3981495664073.63","4199267529491.19","4363557419483.91","4275180128599.96","4563088678649.02","4774509934841.29","4899610965762.37","5044037523462.31","5116201813207.76","5141565441295.19","5133599325078.05","5236024340856.73","5327100749563.35","5365662886371.43","5012429249719.58","5350456467185.2",
"Timor-Leste","TLS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832710147.773178","968839039.235297","903920143.306952","884194144.544148","887730944.322323","914253242.658869","876591445.020983","966550939.378805","1076646332.47372","1185864625.62365","1296499018.68476","1373719113.84159","1440390709.66001","1484585706.88814","1551570802.68689","1594410900","1648386596.61469","1597762999.78976","1586777700.47875","1896767581.03646","2093497568.69774","2185611429.44895",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","190545654200.483","203130101498.501","220573197990.062","243758690716.348","272272908719.127","296294020971.48","320012141177.039","363394353338.424","383938973947.163","408343490271.748","419961394049.01","485502436734.076","487712068585.827","468847747223.317","456477604622.863","429469567790.71","429855200180.07","485539679418.202","511491774946.762","510544882376.11","527689713332.392","516650347461.333","525478499666.371","526263614324.145","536366718469.907","600339671225.672","595497522246.144","627041062899.969","640125063519.092","653335584496.552","672904614912.61","717158437475.541","744641653272.285","794339095159.451","830257362278.401","881518182798.255","906331317851.201","935356838908.733","955894580113.972","1029433514793.96","1075550213884.96","1131418383005.8","1200805690132.75","1245219849303.2","1277541063976.32","1344819393325.17","1329392252223.23","1377437353152.32","1382682948761.19","1407005516174.51","1417017982384.9","1493228313820.98","1538953991858.71","1564619640821.5","1586352442652.78","1533985168715.99","1598356140918.17",
